Id,code,name,País/Id.
,31,Ilha da Madeira,185
,32,Ilha de Porto Santo,185
,41,Ilha de Santa Maria,185
,42,Ilha de São Miguel,185
,43,Ilha Terceira,185
,44,Ilha da Graciosa,185
,45,Ilha de São Jorge,185
,46,Ilha do Pico,185
,47,Ilha do Faial,185
,48,Ilha das Flores,185
,49,Ilha do Corvo,185
